LOCATION,SUBJECT,TIME,yields
MEX,MAIZE,1991,14251.5
MEX,MAIZE,1992,16929.342
MEX,MAIZE,1993,18125.263
MEX,MAIZE,1994,18235.826
MEX,MAIZE,1995,18352.856
MEX,MAIZE,1996,18025.952
MEX,MAIZE,1997,17656.258
MEX,MAIZE,1998,18454.71
MEX,MAIZE,1999,17706.4
MEX,MAIZE,2000,17556.9
MEX,MAIZE,2001,20134.312
MEX,MAIZE,2002,19297.755
MEX,MAIZE,2003,20701.42
MEX,MAIZE,2004,21685.833
MEX,MAIZE,2005,19338.713
MEX,MAIZE,2006,21893.209
MEX,MAIZE,2007,23512.752
MEX,MAIZE,2008,24410.279
MEX,MAIZE,2009,20142.816
MEX,MAIZE,2010,23301.879
MEX,MAIZE,2011,17635.417
MEX,MAIZE,2012,22069.254
MEX,MAIZE,2013,22663.953
MEX,MAIZE,2014,23273.257
MEX,MAIZE,2015,24694.046
MEX,MAIZE,2016,28250.783
MEX,MAIZE,2017,27762.481
MEX,MAIZE,2018,27169.4
MEX,MAIZE,2019,27227.399
MEX,MAIZE,2020,27599.39
MEX,MAIZE,2021,28008.399
PRY,MAIZE,1990,401
PRY,MAIZE,1991,450
PRY,MAIZE,1992,439
PRY,MAIZE,1993,462
PRY,MAIZE,1994,816
PRY,MAIZE,1995,654
PRY,MAIZE,1996,1056
PRY,MAIZE,1997,874
PRY,MAIZE,1998,817
PRY,MAIZE,1999,647
PRY,MAIZE,2000,947
PRY,MAIZE,2001,867
PRY,MAIZE,2002,932
PRY,MAIZE,2003,1120
PRY,MAIZE,2004,830
PRY,MAIZE,2005,1100
PRY,MAIZE,2006,1250
PRY,MAIZE,2007,1425
PRY,MAIZE,2008,1858
PRY,MAIZE,2009,3109
PRY,MAIZE,2010,3346
PRY,MAIZE,2011,3079.5
PRY,MAIZE,2012,4120
PRY,MAIZE,2013,3200
PRY,MAIZE,2014,4985.9
PRY,MAIZE,2015,5152
PRY,MAIZE,2016,5156
PRY,MAIZE,2017,5344.6
PRY,MAIZE,2018,5576.9
PRY,MAIZE,2019,5834.593
PRY,MAIZE,2020,6009.631
PRY,MAIZE,2021,6220.191
JPN,MAIZE,1990,0.807
JPN,MAIZE,1991,0.73
JPN,MAIZE,1992,0.7
JPN,MAIZE,1993,0.5
JPN,MAIZE,1994,0.42
JPN,MAIZE,1995,0.3
JPN,MAIZE,1996,0.25
JPN,MAIZE,1997,0.27
JPN,MAIZE,1998,0.23
JPN,MAIZE,1999,0.18
JPN,MAIZE,2000,0.188
JPN,MAIZE,2001,0.17
JPN,MAIZE,2002,0.16
JPN,MAIZE,2003,0.142
JPN,MAIZE,2004,0.15
JPN,MAIZE,2005,0.156
JPN,MAIZE,2006,0.147
JPN,MAIZE,2007,0
JPN,MAIZE,2008,0
JPN,MAIZE,2009,0
JPN,MAIZE,2010,0
JPN,MAIZE,2011,0
JPN,MAIZE,2012,0
JPN,MAIZE,2013,0
JPN,MAIZE,2014,0
JPN,MAIZE,2015,0
JPN,MAIZE,2016,0
JPN,MAIZE,2017,0
JPN,MAIZE,2018,0
JPN,MAIZE,2019,0
JPN,MAIZE,2020,0
JPN,MAIZE,2021,0
BRICS,MAIZE,1990,140942.15
BRICS,MAIZE,1991,142977.274
BRICS,MAIZE,1992,146714.7
BRICS,MAIZE,1993,161194.7
BRICS,MAIZE,1994,151360.9
BRICS,MAIZE,1995,165833.7
BRICS,MAIZE,1996,185191.6
BRICS,MAIZE,1997,155680.8
BRICS,MAIZE,1998,184890.4
BRICS,MAIZE,1999,183767.1
BRICS,MAIZE,2000,215245.092
BRICS,MAIZE,2001,173440
BRICS,MAIZE,2002,191140.6
BRICS,MAIZE,2003,184774.8
BRICS,MAIZE,2004,194565.7
BRICS,MAIZE,2005,206591.8
BRICS,MAIZE,2006,228919.251
BRICS,MAIZE,2007,249692.72
BRICS,MAIZE,2008,262104.5
BRICS,MAIZE,2009,263381.033
BRICS,MAIZE,2010,283893.051
BRICS,MAIZE,2011,322746.938
BRICS,MAIZE,2012,354023.624
BRICS,MAIZE,2013,379324.153
BRICS,MAIZE,2014,380567.538
BRICS,MAIZE,2015,375480.396
BRICS,MAIZE,2016,420216.613
BRICS,MAIZE,2017,394873.248
BRICS,MAIZE,2018,408157.75
BRICS,MAIZE,2019,422169.3
BRICS,MAIZE,2020,424508.68
BRICS,MAIZE,2021,429433.826
MYS,MAIZE,1990,35
MYS,MAIZE,1991,35
MYS,MAIZE,1992,36
MYS,MAIZE,1993,38
MYS,MAIZE,1994,40
MYS,MAIZE,1995,43
MYS,MAIZE,1996,45
MYS,MAIZE,1997,48
MYS,MAIZE,1998,50
MYS,MAIZE,1999,57
MYS,MAIZE,2000,65
MYS,MAIZE,2001,67
MYS,MAIZE,2002,70
MYS,MAIZE,2003,72
MYS,MAIZE,2004,72
MYS,MAIZE,2005,75
MYS,MAIZE,2006,32.075
MYS,MAIZE,2007,32.075
MYS,MAIZE,2008,32.959
MYS,MAIZE,2009,36.396
MYS,MAIZE,2010,47.602
MYS,MAIZE,2011,59.842
MYS,MAIZE,2012,83.601
MYS,MAIZE,2013,86.499
MYS,MAIZE,2014,59.188
MYS,MAIZE,2015,62.46
MYS,MAIZE,2016,64.867
MYS,MAIZE,2017,72.561
MYS,MAIZE,2018,84.17
MYS,MAIZE,2019,85
MYS,MAIZE,2020,85
MYS,MAIZE,2021,90.442
CAN,MAIZE,1990,7066.6
CAN,MAIZE,1991,7412.5
CAN,MAIZE,1992,4882.6
CAN,MAIZE,1993,6755.2
CAN,MAIZE,1994,7189.9
CAN,MAIZE,1995,7280.9
CAN,MAIZE,1996,7541.7
CAN,MAIZE,1997,7179.8
CAN,MAIZE,1998,8952.4
CAN,MAIZE,1999,9161.3
CAN,MAIZE,2000,6953.7
CAN,MAIZE,2001,8389.2
CAN,MAIZE,2002,8998.8
CAN,MAIZE,2003,9587.3
CAN,MAIZE,2004,8836.8
CAN,MAIZE,2005,9332.2
CAN,MAIZE,2006,8989.8
CAN,MAIZE,2007,11648.7
CAN,MAIZE,2008,10642.8
CAN,MAIZE,2009,9796.2
CAN,MAIZE,2010,12043.3
CAN,MAIZE,2011,11358.7
CAN,MAIZE,2012,13060.1
CAN,MAIZE,2013,14190.7
CAN,MAIZE,2014,11606.4
CAN,MAIZE,2015,13679.5
CAN,MAIZE,2016,13889
CAN,MAIZE,2017,14095.5
CAN,MAIZE,2018,13884.8
CAN,MAIZE,2019,13403.9
CAN,MAIZE,2020,13563.406
CAN,MAIZE,2021,12698.596
CHN,MAIZE,1990,96818.9
CHN,MAIZE,1991,98773
CHN,MAIZE,1992,95383
CHN,MAIZE,1993,102704
CHN,MAIZE,1994,99277
CHN,MAIZE,1995,111986
CHN,MAIZE,1996,127471
CHN,MAIZE,1997,104309
CHN,MAIZE,1998,132954
CHN,MAIZE,1999,128086
CHN,MAIZE,2000,151610.192
CHN,MAIZE,2001,114090
CHN,MAIZE,2002,121310
CHN,MAIZE,2003,115830
CHN,MAIZE,2004,130290
CHN,MAIZE,2005,139372
CHN,MAIZE,2006,151603
CHN,MAIZE,2007,155123
CHN,MAIZE,2008,172120
CHN,MAIZE,2009,173259
CHN,MAIZE,2010,190752
CHN,MAIZE,2011,211316
CHN,MAIZE,2012,229559
CHN,MAIZE,2013,248453
CHN,MAIZE,2014,249764
CHN,MAIZE,2015,264992
CHN,MAIZE,2016,263613
CHN,MAIZE,2017,259071
CHN,MAIZE,2018,257174
CHN,MAIZE,2019,260770
CHN,MAIZE,2020,260673
CHN,MAIZE,2021,266363.308
NOR,SOYBEAN,1990,0
NOR,SOYBEAN,1991,0
NOR,SOYBEAN,1992,0
NOR,SOYBEAN,1993,0
NOR,SOYBEAN,1994,0
NOR,SOYBEAN,1995,0
NOR,SOYBEAN,1996,0
NOR,SOYBEAN,1997,0
NOR,SOYBEAN,1998,0
NOR,SOYBEAN,1999,0
NOR,SOYBEAN,2000,0
NOR,SOYBEAN,2001,0
NOR,SOYBEAN,2002,0
NOR,SOYBEAN,2003,0
NOR,SOYBEAN,2004,0
NOR,SOYBEAN,2005,0
NOR,SOYBEAN,2006,0
NOR,SOYBEAN,2007,0
NOR,SOYBEAN,2008,0
NOR,SOYBEAN,2009,0
NOR,SOYBEAN,2010,0
NOR,SOYBEAN,2011,0
NOR,SOYBEAN,2012,0
NOR,SOYBEAN,2013,0
NOR,SOYBEAN,2014,0
NOR,SOYBEAN,2015,0
NOR,SOYBEAN,2016,0
NOR,SOYBEAN,2017,0
NOR,SOYBEAN,2018,0
NOR,SOYBEAN,2019,0
NOR,SOYBEAN,2020,0
NOR,SOYBEAN,2021,0
ETH,SOYBEAN,1990,0
ETH,SOYBEAN,1991,20
ETH,SOYBEAN,1992,21
ETH,SOYBEAN,1993,22
ETH,SOYBEAN,1994,21
ETH,SOYBEAN,1995,22
ETH,SOYBEAN,1996,23
ETH,SOYBEAN,1997,23
ETH,SOYBEAN,1998,24
ETH,SOYBEAN,1999,25
ETH,SOYBEAN,2000,25
ETH,SOYBEAN,2001,25
ETH,SOYBEAN,2002,25
ETH,SOYBEAN,2003,25
ETH,SOYBEAN,2004,25
ETH,SOYBEAN,2005,25
ETH,SOYBEAN,2006,25
ETH,SOYBEAN,2007,25
ETH,SOYBEAN,2008,25
ETH,SOYBEAN,2009,7
ETH,SOYBEAN,2010,16
ETH,SOYBEAN,2011,36
ETH,SOYBEAN,2012,64
ETH,SOYBEAN,2013,61
ETH,SOYBEAN,2014,72
ETH,SOYBEAN,2015,85
ETH,SOYBEAN,2016,82
ETH,SOYBEAN,2017,115
ETH,SOYBEAN,2018,120
ETH,SOYBEAN,2019,120
ETH,SOYBEAN,2020,120
ETH,SOYBEAN,2021,124.287
IDN,MAIZE,1990,6256
IDN,MAIZE,1991,7995
IDN,MAIZE,1992,6460
IDN,MAIZE,1993,6869
IDN,MAIZE,1994,8246
IDN,MAIZE,1995,9307
IDN,MAIZE,1996,8771
IDN,MAIZE,1997,10169
IDN,MAIZE,1998,9204
IDN,MAIZE,1999,9676.9
IDN,MAIZE,2000,9347.2
IDN,MAIZE,2001,9654.105
IDN,MAIZE,2002,10886.4
IDN,MAIZE,2003,11225.2
IDN,MAIZE,2004,12523.9
IDN,MAIZE,2005,11609.5
IDN,MAIZE,2006,13287.527
IDN,MAIZE,2007,16323.922
IDN,MAIZE,2008,17629.74
IDN,MAIZE,2009,18327.636
IDN,MAIZE,2010,17643.25
IDN,MAIZE,2011,19387.022
IDN,MAIZE,2012,18511.853
IDN,MAIZE,2013,19008.426
IDN,MAIZE,2014,19612.435
IDN,MAIZE,2015,20369.551
IDN,MAIZE,2016,20500
IDN,MAIZE,2017,21655
IDN,MAIZE,2018,22586
IDN,MAIZE,2019,22500
IDN,MAIZE,2020,23132.404
IDN,MAIZE,2021,23744.019
UKR,MAIZE,1990,0
UKR,MAIZE,1991,4747
UKR,MAIZE,1992,2851
UKR,MAIZE,1993,3785
UKR,MAIZE,1994,1539
UKR,MAIZE,1995,3600
UKR,MAIZE,1996,1870
UKR,MAIZE,1997,5340
UKR,MAIZE,1998,2301
UKR,MAIZE,1999,1737
UKR,MAIZE,2000,3800
UKR,MAIZE,2001,3850
UKR,MAIZE,2002,4180
UKR,MAIZE,2003,6880
UKR,MAIZE,2004,8870
UKR,MAIZE,2005,7167
UKR,MAIZE,2006,6425.6
UKR,MAIZE,2007,7421.1
UKR,MAIZE,2008,11446.8
UKR,MAIZE,2009,10486.3
UKR,MAIZE,2010,11953
UKR,MAIZE,2011,22837.9
UKR,MAIZE,2012,20961.3
UKR,MAIZE,2013,30949.55
UKR,MAIZE,2014,28496.81
UKR,MAIZE,2015,23327.57
UKR,MAIZE,2016,28074.61
UKR,MAIZE,2017,24668.8
UKR,MAIZE,2018,35801.05
UKR,MAIZE,2019,35880.05
UKR,MAIZE,2020,30284
UKR,MAIZE,2021,38564.944
THA,SOYBEAN,1990,0
THA,SOYBEAN,1991,435.587
THA,SOYBEAN,1992,480.148
THA,SOYBEAN,1993,520.6
THA,SOYBEAN,1994,524.1
THA,SOYBEAN,1995,453.7
THA,SOYBEAN,1996,359.094
THA,SOYBEAN,1997,337.79
THA,SOYBEAN,1998,321.235
THA,SOYBEAN,1999,319.015
THA,SOYBEAN,2000,279
THA,SOYBEAN,2001,261
THA,SOYBEAN,2002,236
THA,SOYBEAN,2003,223
THA,SOYBEAN,2004,215
THA,SOYBEAN,2005,220
THA,SOYBEAN,2006,212
THA,SOYBEAN,2007,184
THA,SOYBEAN,2008,187
THA,SOYBEAN,2009,176
THA,SOYBEAN,2010,152
THA,SOYBEAN,2011,96
THA,SOYBEAN,2012,64
THA,SOYBEAN,2013,53
THA,SOYBEAN,2014,52
THA,SOYBEAN,2015,58
THA,SOYBEAN,2016,55
THA,SOYBEAN,2017,38
THA,SOYBEAN,2018,43
THA,SOYBEAN,2019,43
THA,SOYBEAN,2020,43
THA,SOYBEAN,2021,43.924
CHE,MAIZE,1990,233
CHE,MAIZE,1991,227
CHE,MAIZE,1992,193
CHE,MAIZE,1993,193
CHE,MAIZE,1994,257
CHE,MAIZE,1995,225
CHE,MAIZE,1996,203
CHE,MAIZE,1997,194
CHE,MAIZE,1998,191.813
CHE,MAIZE,1999,192.338
CHE,MAIZE,2000,212.391
CHE,MAIZE,2001,217.6
CHE,MAIZE,2002,189
CHE,MAIZE,2003,90.7
CHE,MAIZE,2004,180.9
CHE,MAIZE,2005,198.9
CHE,MAIZE,2006,152.4
CHE,MAIZE,2007,177.6
CHE,MAIZE,2008,170.699
CHE,MAIZE,2009,174.035
CHE,MAIZE,2010,143.502
CHE,MAIZE,2011,178
CHE,MAIZE,2012,175
CHE,MAIZE,2013,153
CHE,MAIZE,2014,169
CHE,MAIZE,2015,113
CHE,MAIZE,2016,144.406
CHE,MAIZE,2017,162.454
CHE,MAIZE,2018,134.834
CHE,MAIZE,2019,133.036
CHE,MAIZE,2020,146.688
CHE,MAIZE,2021,146.54
CHL,MAIZE,1990,836
CHL,MAIZE,1991,911
CHL,MAIZE,1992,899
CHL,MAIZE,1993,937
CHL,MAIZE,1994,942
CHL,MAIZE,1995,932
CHL,MAIZE,1996,881
CHL,MAIZE,1997,943
CHL,MAIZE,1998,624
CHL,MAIZE,1999,652
CHL,MAIZE,2000,778
CHL,MAIZE,2001,924
CHL,MAIZE,2002,1190
CHL,MAIZE,2003,1321
CHL,MAIZE,2004,1508
CHL,MAIZE,2005,1382
CHL,MAIZE,2006,1123
CHL,MAIZE,2007,1365
CHL,MAIZE,2008,1346
CHL,MAIZE,2009,1358
CHL,MAIZE,2010,1438
CHL,MAIZE,2011,1493
CHL,MAIZE,2012,1519
CHL,MAIZE,2013,1186
CHL,MAIZE,2014,1539
CHL,MAIZE,2015,1174
CHL,MAIZE,2016,1062.5
CHL,MAIZE,2017,1110.6
CHL,MAIZE,2018,973.178
CHL,MAIZE,2019,592.9
CHL,MAIZE,2020,594.479
CHL,MAIZE,2021,609.047
PHL,MAIZE,1990,4854
PHL,MAIZE,1991,4655
PHL,MAIZE,1992,4619
PHL,MAIZE,1993,4798
PHL,MAIZE,1994,4129
PHL,MAIZE,1995,4161
PHL,MAIZE,1996,4345
PHL,MAIZE,1997,4332
PHL,MAIZE,1998,3823
PHL,MAIZE,1999,4585
PHL,MAIZE,2000,4511.1
PHL,MAIZE,2001,4525
PHL,MAIZE,2002,4313
PHL,MAIZE,2003,4615.6
PHL,MAIZE,2004,5413.4
PHL,MAIZE,2005,5253.2
PHL,MAIZE,2006,6082.11
PHL,MAIZE,2007,6736.94
PHL,MAIZE,2008,6928.225
PHL,MAIZE,2009,7034.033
PHL,MAIZE,2010,6376.796
PHL,MAIZE,2011,6971.221
PHL,MAIZE,2012,7407.068
PHL,MAIZE,2013,7377.293
PHL,MAIZE,2014,7770.603
PHL,MAIZE,2015,7518.756
PHL,MAIZE,2016,7218.817
PHL,MAIZE,2017,7914.908
PHL,MAIZE,2018,7771.919
PHL,MAIZE,2019,7978.845
PHL,MAIZE,2020,8118.546
PHL,MAIZE,2021,8392.412
PAK,MAIZE,1990,1185
PAK,MAIZE,1991,1203
PAK,MAIZE,1992,1184
PAK,MAIZE,1993,1213
PAK,MAIZE,1994,1318
PAK,MAIZE,1995,1504
PAK,MAIZE,1996,1491
PAK,MAIZE,1997,1517
PAK,MAIZE,1998,1665
PAK,MAIZE,1999,1652
PAK,MAIZE,2000,1643.2
PAK,MAIZE,2001,1664.4
PAK,MAIZE,2002,1737.1
PAK,MAIZE,2003,1897.4
PAK,MAIZE,2004,2797
PAK,MAIZE,2005,3109.6
PAK,MAIZE,2006,3088
PAK,MAIZE,2007,3604.7
PAK,MAIZE,2008,3593
PAK,MAIZE,2009,3261.5
PAK,MAIZE,2010,3706.91
PAK,MAIZE,2011,4338.38
PAK,MAIZE,2012,4220.1
PAK,MAIZE,2013,4944.21
PAK,MAIZE,2014,4936.747
PAK,MAIZE,2015,5270.914
PAK,MAIZE,2016,6134
PAK,MAIZE,2017,5902
PAK,MAIZE,2018,6308.897
PAK,MAIZE,2019,6700
PAK,MAIZE,2020,7000
PAK,MAIZE,2021,7146.096
BRA,MAIZE,1990,24096.1
BRA,MAIZE,1991,30771.2
BRA,MAIZE,1992,29207.7
BRA,MAIZE,1993,33173.7
BRA,MAIZE,1994,37441.9
BRA,MAIZE,1995,32404.7
BRA,MAIZE,1996,35715.6
BRA,MAIZE,1997,30187.8
BRA,MAIZE,1998,32393.4
BRA,MAIZE,1999,31640.5
BRA,MAIZE,2000,42289.7
BRA,MAIZE,2001,35266.8
BRA,MAIZE,2002,47410.9
BRA,MAIZE,2003,42128.5
BRA,MAIZE,2004,35006.7
BRA,MAIZE,2005,42514.9
BRA,MAIZE,2006,51369.9
BRA,MAIZE,2007,58652.3
BRA,MAIZE,2008,51003.8
BRA,MAIZE,2009,56018.1
BRA,MAIZE,2010,57406.9
BRA,MAIZE,2011,72979.5
BRA,MAIZE,2012,81505.7
BRA,MAIZE,2013,80051.7
BRA,MAIZE,2014,84672.4
BRA,MAIZE,2015,66530.6
BRA,MAIZE,2016,97842.8
BRA,MAIZE,2017,80709.5
BRA,MAIZE,2018,100042.7
BRA,MAIZE,2019,102515
BRA,MAIZE,2020,104890.7
BRA,MAIZE,2021,101398.065
WLD,MAIZE,1990,469836.058
WLD,MAIZE,1991,482819.897
WLD,MAIZE,1992,538609.685
WLD,MAIZE,1993,480059.801
WLD,MAIZE,1994,569054.476
WLD,MAIZE,1995,522071.855
WLD,MAIZE,1996,593049.345
WLD,MAIZE,1997,582697.114
WLD,MAIZE,1998,610663.09
WLD,MAIZE,1999,613799.56
WLD,MAIZE,2000,641741.941
WLD,MAIZE,2001,609230.155
WLD,MAIZE,2002,617620.116
WLD,MAIZE,2003,639879.952
WLD,MAIZE,2004,727885.527
WLD,MAIZE,2005,712997.937
WLD,MAIZE,2006,723936.769
WLD,MAIZE,2007,811864.909
WLD,MAIZE,2008,822466.315
WLD,MAIZE,2009,851122.04
WLD,MAIZE,2010,866891.669
WLD,MAIZE,2011,923625.423
WLD,MAIZE,2012,919950.649
WLD,MAIZE,2013,1054735.711
WLD,MAIZE,2014,1075410.957
WLD,MAIZE,2015,1035711.177
WLD,MAIZE,2016,1153396.484
WLD,MAIZE,2017,1106702.191
WLD,MAIZE,2018,1148124.101
WLD,MAIZE,2019,1148622.468
WLD,MAIZE,2020,1157533.897
WLD,MAIZE,2021,1183380.712
AUS,MAIZE,1990,193.7
AUS,MAIZE,1991,268.9
AUS,MAIZE,1992,198.8
AUS,MAIZE,1993,204.1
AUS,MAIZE,1994,242.4
AUS,MAIZE,1995,311.1
AUS,MAIZE,1996,397.7
AUS,MAIZE,1997,271.8
AUS,MAIZE,1998,338.2
AUS,MAIZE,1999,406
AUS,MAIZE,2000,345
AUS,MAIZE,2001,454
AUS,MAIZE,2002,310
AUS,MAIZE,2003,395
AUS,MAIZE,2004,420
AUS,MAIZE,2005,362
AUS,MAIZE,2006,239
AUS,MAIZE,2007,387
AUS,MAIZE,2008,376
AUS,MAIZE,2009,328
AUS,MAIZE,2010,357
AUS,MAIZE,2011,451
AUS,MAIZE,2012,506
AUS,MAIZE,2013,390
AUS,MAIZE,2014,495
AUS,MAIZE,2015,400
AUS,MAIZE,2016,436
AUS,MAIZE,2017,387
AUS,MAIZE,2018,327
AUS,MAIZE,2019,207
AUS,MAIZE,2020,200.79
AUS,MAIZE,2021,346.085
PER,SOYBEAN,1990,0
PER,SOYBEAN,1991,0.304
PER,SOYBEAN,1992,0.963
PER,SOYBEAN,1993,0.8
PER,SOYBEAN,1994,1.358
PER,SOYBEAN,1995,2.209
PER,SOYBEAN,1996,7.268
PER,SOYBEAN,1997,3
PER,SOYBEAN,1998,3
PER,SOYBEAN,1999,3
PER,SOYBEAN,2000,3
PER,SOYBEAN,2001,3
PER,SOYBEAN,2002,3
PER,SOYBEAN,2003,3
PER,SOYBEAN,2004,3
PER,SOYBEAN,2005,3
PER,SOYBEAN,2006,3
PER,SOYBEAN,2007,3
PER,SOYBEAN,2008,3
PER,SOYBEAN,2009,5
PER,SOYBEAN,2010,5
PER,SOYBEAN,2011,5
PER,SOYBEAN,2012,5
PER,SOYBEAN,2013,5
PER,SOYBEAN,2014,5
PER,SOYBEAN,2015,5
PER,SOYBEAN,2016,5
PER,SOYBEAN,2017,5
PER,SOYBEAN,2018,5
PER,SOYBEAN,2019,5
PER,SOYBEAN,2020,5
PER,SOYBEAN,2021,5.25
IRN,MAIZE,1990,130
IRN,MAIZE,1991,188
IRN,MAIZE,1992,200
IRN,MAIZE,1993,210
IRN,MAIZE,1994,512
IRN,MAIZE,1995,545
IRN,MAIZE,1996,637
IRN,MAIZE,1997,915
IRN,MAIZE,1998,941
IRN,MAIZE,1999,1156
IRN,MAIZE,2000,1120
IRN,MAIZE,2001,1064
IRN,MAIZE,2002,1430
IRN,MAIZE,2003,1650
IRN,MAIZE,2004,1926
IRN,MAIZE,2005,1995
IRN,MAIZE,2006,2166.13
IRN,MAIZE,2007,2361.299
IRN,MAIZE,2008,1560.992
IRN,MAIZE,2009,1335.003
IRN,MAIZE,2010,1656.996
IRN,MAIZE,2011,1907.007
IRN,MAIZE,2012,1798
IRN,MAIZE,2013,1851.999
IRN,MAIZE,2014,1658.875
IRN,MAIZE,2015,1168.629
IRN,MAIZE,2016,1170.587
IRN,MAIZE,2017,1211
IRN,MAIZE,2018,1338
IRN,MAIZE,2019,1100
IRN,MAIZE,2020,1275
IRN,MAIZE,2021,1226.08
VNM,SOYBEAN,1990,0
VNM,SOYBEAN,1991,80
VNM,SOYBEAN,1992,80
VNM,SOYBEAN,1993,105.7
VNM,SOYBEAN,1994,124.5
VNM,SOYBEAN,1995,125.5
VNM,SOYBEAN,1996,113.8
VNM,SOYBEAN,1997,113
VNM,SOYBEAN,1998,146.7
VNM,SOYBEAN,1999,147.2
VNM,SOYBEAN,2000,149.3
VNM,SOYBEAN,2001,176.3
VNM,SOYBEAN,2002,201.4
VNM,SOYBEAN,2003,201
VNM,SOYBEAN,2004,201
VNM,SOYBEAN,2005,293
VNM,SOYBEAN,2006,258
VNM,SOYBEAN,2007,275
VNM,SOYBEAN,2008,268
VNM,SOYBEAN,2009,215
VNM,SOYBEAN,2010,299
VNM,SOYBEAN,2011,267
VNM,SOYBEAN,2012,174
VNM,SOYBEAN,2013,168
VNM,SOYBEAN,2014,158
VNM,SOYBEAN,2015,146
VNM,SOYBEAN,2016,148
VNM,SOYBEAN,2017,102
VNM,SOYBEAN,2018,81
VNM,SOYBEAN,2019,76
VNM,SOYBEAN,2020,76
VNM,SOYBEAN,2021,82.156
KAZ,SOYBEAN,1990,0
KAZ,SOYBEAN,1991,14
KAZ,SOYBEAN,1992,11.8
KAZ,SOYBEAN,1993,5.86
KAZ,SOYBEAN,1994,5.51
KAZ,SOYBEAN,1995,3.715
KAZ,SOYBEAN,1996,2.953
KAZ,SOYBEAN,1997,3.311
KAZ,SOYBEAN,1998,4
KAZ,SOYBEAN,1999,4
KAZ,SOYBEAN,2000,4
KAZ,SOYBEAN,2001,7
KAZ,SOYBEAN,2002,7
KAZ,SOYBEAN,2003,50
KAZ,SOYBEAN,2004,50
KAZ,SOYBEAN,2005,50
KAZ,SOYBEAN,2006,48
KAZ,SOYBEAN,2007,70
KAZ,SOYBEAN,2008,89
KAZ,SOYBEAN,2009,94
KAZ,SOYBEAN,2010,114
KAZ,SOYBEAN,2011,153
KAZ,SOYBEAN,2012,170
KAZ,SOYBEAN,2013,203
KAZ,SOYBEAN,2014,218
KAZ,SOYBEAN,2015,220
KAZ,SOYBEAN,2016,231
KAZ,SOYBEAN,2017,255
KAZ,SOYBEAN,2018,255
KAZ,SOYBEAN,2019,282
KAZ,SOYBEAN,2020,285
KAZ,SOYBEAN,2021,294.146
RUS,MAIZE,1990,2451.15
RUS,MAIZE,1991,2092.074
RUS,MAIZE,1992,2135
RUS,MAIZE,1993,2441
RUS,MAIZE,1994,892
RUS,MAIZE,1995,1738
RUS,MAIZE,1996,1100
RUS,MAIZE,1997,2675
RUS,MAIZE,1998,900
RUS,MAIZE,1999,1100
RUS,MAIZE,2000,1530
RUS,MAIZE,2001,847
RUS,MAIZE,2002,1563
RUS,MAIZE,2003,2122
RUS,MAIZE,2004,3373
RUS,MAIZE,2005,3060
RUS,MAIZE,2006,3510.351
RUS,MAIZE,2007,3798.02
RUS,MAIZE,2008,6682.3
RUS,MAIZE,2009,3963.433
RUS,MAIZE,2010,3084.351
RUS,MAIZE,2011,3932.438
RUS,MAIZE,2012,8212.924
RUS,MAIZE,2013,11634.943
RUS,MAIZE,2014,11332.138
RUS,MAIZE,2015,13173.296
RUS,MAIZE,2016,15309.813
RUS,MAIZE,2017,13235.748
RUS,MAIZE,2018,11419
RUS,MAIZE,2019,14282.3
RUS,MAIZE,2020,14000
RUS,MAIZE,2021,14869.225
IND,MAIZE,1990,8962
IND,MAIZE,1991,8064
IND,MAIZE,1992,9992
IND,MAIZE,1993,9601
IND,MAIZE,1994,8884
IND,MAIZE,1995,9534
IND,MAIZE,1996,10769
IND,MAIZE,1997,10816
IND,MAIZE,1998,10677
IND,MAIZE,1999,11509.6
IND,MAIZE,2000,12043.2
IND,MAIZE,2001,13160.2
IND,MAIZE,2002,11151.7
IND,MAIZE,2003,14984.3
IND,MAIZE,2004,14180
IND,MAIZE,2005,14709.9
IND,MAIZE,2006,15097
IND,MAIZE,2007,18955.4
IND,MAIZE,2008,19731.4
IND,MAIZE,2009,16719.5
IND,MAIZE,2010,21725.8
IND,MAIZE,2011,21760
IND,MAIZE,2012,22260
IND,MAIZE,2013,24259.51
IND,MAIZE,2014,24170
IND,MAIZE,2015,22570
IND,MAIZE,2016,25900
IND,MAIZE,2017,28753
IND,MAIZE,2018,27715
IND,MAIZE,2019,28636
IND,MAIZE,2020,28500
IND,MAIZE,2021,30101.483
NZL,SOYBEAN,1990,0
NZL,SOYBEAN,1991,0
NZL,SOYBEAN,1992,0
NZL,SOYBEAN,1993,0
NZL,SOYBEAN,1994,0
NZL,SOYBEAN,1995,0
NZL,SOYBEAN,1996,0
NZL,SOYBEAN,1997,0
NZL,SOYBEAN,1998,0
NZL,SOYBEAN,1999,0
NZL,SOYBEAN,2000,0
NZL,SOYBEAN,2001,0
NZL,SOYBEAN,2002,0
NZL,SOYBEAN,2003,0
NZL,SOYBEAN,2004,0
NZL,SOYBEAN,2005,0
NZL,SOYBEAN,2006,0
NZL,SOYBEAN,2007,0
NZL,SOYBEAN,2008,0
NZL,SOYBEAN,2009,0
NZL,SOYBEAN,2010,0
NZL,SOYBEAN,2011,0
NZL,SOYBEAN,2012,0
NZL,SOYBEAN,2013,0
NZL,SOYBEAN,2014,0
NZL,SOYBEAN,2015,0
